z_m,z_km,temperature_K,temperature_C,pressure_Pa,pressure_hPa,density_kg_m3
4100.0,4.1,261.5,-11.649999999999977,60840.83912913772,608.4083912913771,0.8105241340974997
4200.0,4.2,260.84999999999997,-12.300000000000011,60050.17944644189,600.5017944644189,0.8019843938903115
4300.0,4.3,260.2,-12.949999999999989,59267.86052089459,592.6786052089459,0.7935136588605496
4400.0,4.4,259.54999999999995,-13.600000000000023,58493.81487153923,584.9381487153923,0.7851115417062197
4500.0,4.5,258.9,-14.25,57727.975396638096,577.279753966381,0.7767776563385537
4600.0,4.6,258.25,-14.899999999999977,56970.27537248254,569.7027537248254,0.7685116178812315
4700.0,4.7,257.59999999999997,-15.550000000000011,56220.64845220436,562.2064845220436,0.7603130426696008
4800.0,4.8,256.95,-16.19999999999999,55479.02866458826,554.7902866458826,0.7521815482499018
4900.0,4.9,256.29999999999995,-16.850000000000023,54745.350412884356,547.4535041288435,0.7441167533784834
5000.0,5.0,255.64999999999998,-17.5,54019.548473622235,540.1954847362224,0.7361182780210237
5100.0,5.1,254.99999999999997,-18.150000000000006,53301.557995424904,533.015579954249,0.728185743351741
5200.0,5.2,254.34999999999997,-18.80000000000001,52591.314497824555,525.9131449782456,0.7203187717526166
5300.0,5.3,253.7,-19.44999999999999,51888.753870078166,518.8875387007816,0.7125169868126013
5400.0,5.4,253.04999999999998,-20.099999999999994,51193.812369984276,511.9381236998428,0.7047800133268295
5500.0,5.5,252.39999999999998,-20.75,50506.42662270077,505.0642662270077,0.6971074772958318
5600.0,5.6,251.74999999999997,-21.400000000000006,49826.53361956287,498.2653361956287,0.68949900592474
5700.0,5.7,251.09999999999997,-22.05000000000001,49154.07071690236,491.54070716902356,0.6819542276224968
5800.0,5.8,250.45,-22.69999999999999,48488.97563486755,484.8897563486755,0.6744727720010625
5900.0,5.9,249.79999999999998,-23.349999999999994,47831.18645624359,478.31186456243586,0.6670542698746155
6000.0,6.0,249.14999999999998,-24.0,47180.641625274184,471.8064162527418,0.6596983532587588
6100.0,6.1,248.49999999999997,-24.650000000000006,46537.27994648373,465.37279946483727,0.6524046553697204
6200.0,6.2,247.84999999999997,-25.30000000000001,45901.04058350017,459.01040583500173,0.645172810623551
6300.0,6.3,247.2,-25.94999999999999,45271.8630578789,452.71863057878903,0.6380024546353249
6400.0,6.4,246.54999999999998,-26.599999999999994,44649.68724792723,446.49687247927227,0.630893224218334
6500.0,6.5,245.89999999999998,-27.25,44034.45338752977,440.3445338752977,0.6238447573832844
6600.0,6.6,245.24999999999997,-27.900000000000006,43426.10206497457,434.2610206497457,0.6168566933374893
6700.0,6.7,244.59999999999997,-28.55000000000001,42824.57422178007,428.24574221780074,0.6099286724840612
6800.0,6.8,243.95,-29.19999999999999,42229.81115152277,422.29811151522773,0.6030603364211018
6900.0,6.9,243.29999999999998,-29.849999999999994,41641.754498665636,416.41754498665637,0.5962513279408888
7000.0,7.0,242.64999999999998,-30.5,41060.34625738773,410.6034625738773,0.5895012910290675
7100.0,7.1,241.99999999999997,-31.150000000000006,40485.52877041399,404.8552877041399,0.5828098708638314
7200.0,7.2,241.34999999999997,-31.80000000000001,39917.24472784631,399.1724472784631,0.5761767138151087
7300.0,7.3,240.7,-32.44999999999999,39355.43716599518,393.5543716599518,0.5696014674437434
7400.0,7.4,240.04999999999998,-33.099999999999994,38800.04946621225,388.0004946621225,0.5630837805006766
7500.0,7.5,239.39999999999998,-33.75,38251.02535372359,382.51025353723594,0.5566233029261244
7600.0,7.6,238.74999999999997,-34.400000000000006,37708.308896463925,377.0830889646393,0.5502196858487565
7700.0,7.7,238.09999999999997,-35.05000000000001,37171.84450391138,371.7184450391138,0.54387258158487
7800.0,7.8,237.45,-35.69999999999999,36641.57692592338,366.4157692592338,0.5375816436375644
7900.0,7.9,236.79999999999998,-36.349999999999994,36117.45125157313,361.17451251573135,0.5313465266959143
8000.0,8.0,236.14999999999998,-37.0,35599.412907986996,355.99412907986994,0.5251668866341385
8100.0,8.1,235.49999999999997,-37.650000000000006,35087.40765918266,350.8740765918266,0.5190423805107696
8200.0,8.2,234.84999999999997,-38.30000000000001,34581.381604908136,345.81381604908137,0.5129726665678214
8300.0,8.3,234.2,-38.94999999999999,34081.28117948165,340.8128117948165,0.506957404229955
8400.0,8.4,233.54999999999998,-39.599999999999994,33587.05315063205,335.8705315063205,0.5009962541036398
8500.0,8.5,232.89999999999998,-40.25,33098.644618340484,330.98644618340484,0.4950888779763182
8600.0,8.6,232.24999999999997,-40.900000000000006,32616.003013682646,326.16003013682644,0.4892349388155659
8700.0,8.7,231.59999999999997,-41.55000000000001,32139.076097671732,321.39076097671733,0.4834341007682481
8800.0,8.8,230.95,-42.19999999999999,31667.81196010248,316.67811960102483,0.47768602915967845
8900.0,8.9,230.29999999999998,-42.849999999999994,31202.159018395898,312.021590183959,0.4719903904927731
9000.0,9.0,229.64999999999998,-43.5,30742.066016444835,307.42066016444835,0.4663468524472039
9100.0,9.1,228.99999999999997,-44.150000000000006,30287.482023460383,302.8748202346038,0.4607550838785505
9200.0,9.2,228.34999999999997,-44.80000000000001,29838.356432819204,298.38356432819205,0.4552147548174501
9300.0,9.3,227.7,-45.44999999999999,29394.638960911496,293.94638960911493,0.4497255364687444
9400.0,9.4,227.04999999999998,-46.099999999999994,28956.2796459899,289.562796459899,0.4442871012106254
9500.0,9.5,226.39999999999998,-46.75,28523.228847019436,285.23228847019436,0.43889912259378233
9600.0,9.6,225.74999999999997,-47.400000000000006,28095.437242527903,280.954372425279,0.43356127534054123
9700.0,9.7,225.09999999999997,-48.05000000000001,27672.855829457378,276.72855829457376,0.42827323534400635
9800.0,9.8,224.45,-48.69999999999999,27255.435922016582,272.55435922016585,0.4230346796672007
9900.0,9.9,223.79999999999998,-49.349999999999994,26843.129150533838,268.4312915053384,0.4178452865422
10000.0,10.0,223.14999999999998,-50.0,26435.887460311165,264.35887460311164,0.4127047353692698
10100.0,10.1,222.5,-50.64999999999998,26033.66311047916,260.3366311047916,0.4076127067159996
10200.0,10.2,221.84999999999997,-51.30000000000001,25636.408672852427,256.3640867285243,0.40256888231643057
10300.0,10.3,221.2,-51.94999999999999,25244.07703078641,252.4407703078641,0.3975729450701895
10400.0,10.4,220.54999999999998,-52.599999999999994,24856.621378034542,248.56621378034544,0.392624579041613
10500.0,10.5,219.89999999999998,-53.25,24473.99521760658,244.73995217606583,0.38772346945887476
10600.0,10.6,219.25,-53.89999999999998,24096.152360627697,240.96152360627696,0.382869302713109
10700.0,10.7,218.59999999999997,-54.55000000000001,23723.04692519839,237.2304692519839,0.37806176635753186
10800.0,10.8,217.95,-55.19999999999999,23354.63333525542,233.5463333525542,0.37330054910656285
10900.0,10.9,217.29999999999998,-55.849999999999994,22990.866319433273,229.90866319433272,0.36858534083493977
11000.0,11.0,216.64999999999998,-56.5,22631.70090992698,226.31700909926982,0.36391583257683874
11100.0,11.1,216.64999999999998,-56.5,22277.62047609538,222.77620476095382,0.3582222492094271
11200.0,11.2,216.64999999999998,-56.5,21929.079747570122,219.29079747570123,0.352617743833847
11300.0,11.3,216.64999999999998,-56.5,21585.99205383246,215.8599205383246,0.3471009227955023
11400.0,11.4,216.64999999999998,-56.5,21248.272080352515,212.48272080352515,0.3416704142439832
11500.0,11.5,216.64999999999998,-56.5,20915.835847374416,209.15835847374416,0.33632486779193244
11600.0,11.6,216.64999999999998,-56.5,20588.600689033294,205.88600689033294,0.3310629541792491
11700.0,11.7,216.64999999999998,-56.5,20266.48523279903,202.6648523279903,0.32588336494254516
11800.0,11.8,216.64999999999998,-56.5,19949.409379241613,199.49409379241612,0.3207848120897746
11900.0,11.9,216.64999999999998,-56.5,19637.294282113064,196.37294282113064,0.3157660277799521
12000.0,12.0,216.64999999999998,-56.5,19330.062328740987,193.30062328740988,0.3108257640078833
12100.0,12.1,216.64999999999998,-56.5,19027.63712072888,190.2763712072888,0.30596279229382733
12200.0,12.2,216.64999999999998,-56.5,18729.943454958368,187.29943454958368,0.30117590337801425
12300.0,12.3,216.64999999999998,-56.5,18436.907304888708,184.3690730488871,0.2964639069199426
12400.0,12.4,216.64999999999998,-56.5,18148.455802148823,181.48455802148823,0.2918256312023813
12500.0,12.5,216.64999999999998,-56.5,17864.517218417368,178.64517218417367,0.287259922840002
12600.0,12.6,216.64999999999998,-56.5,17585.020947586272,175.85020947586273,0.2827656464925709
12700.0,12.7,216.64999999999998,-56.5,17309.89748820333,173.0989748820333,0.2783416845826268
12800.0,12.8,216.64999999999998,-56.5,17039.078426189517,170.39078426189516,0.2739869370175772
12900.0,12.9,216.64999999999998,-56.5,16772.496417826656,167.72496417826656,0.26970032091614127
13000.0,13.0,216.64999999999998,-56.5,16510.085173011288,165.10085173011288,0.2654807703390734
13100.0,13.1,216.64999999999998,-56.5,16251.779438770502,162.517794387705,0.2613272360240995
13200.0,13.2,216.64999999999998,-56.5,15997.5149830357,159.975149830357,0.25723868512500025
13300.0,13.3,216.64999999999998,-56.5,15747.228578670209,157.4722857867021,0.2532141009547765
13400.0,13.4,216.64999999999998,-56.5,15500.857987746782,155.0085798774678,0.2492524827328328
13500.0,13.5,216.64999999999998,-56.5,15258.341946071097,152.58341946071099,0.24535284533611665
13600.0,13.6,216.64999999999998,-56.5,15019.62014794739,150.1962014794739,0.2415142190541511
13700.0,13.7,216.64999999999998,-56.5,14784.6332311824,147.846332311824,0.2377356493478996
13800.0,13.8,216.64999999999998,-56.5,14553.322762324005,145.53322762324007,0.23401619661240416
13900.0,13.9,216.64999999999998,-56.5,14325.631222130723,143.25631222130724,0.2303549359431367
14000.0,14.0,216.64999999999998,-56.5,14101.501991268597,141.01501991268597,0.22675095690600558
14100.0,14.1,216.64999999999998,-56.5,13880.879336231852,138.8087933623185,0.22320336331096155
14200.0,14.2,216.64999999999998,-56.5,13663.708395483814,136.63708395483815,0.21971127298914434
14300.0,14.3,216.64999999999998,-56.5,13449.935165814657,134.49935165814657,0.2162738175735168
14400.0,14.4,216.64999999999998,-56.5,13239.506488912619,132.3950648891262,0.21289014228293102
14500.0,14.5,216.64999999999998,-56.5,13032.370038145269,130.32370038145268,0.2095594057095722
14600.0,14.6,216.64999999999998,-56.5,12828.474305547623,128.28474305547624,0.2062807796097288
14700.0,14.7,216.64999999999998,-56.5,12627.768589013807,126.27768589013807,0.20305344869783534
14800.0,14.8,216.64999999999998,-56.5,12430.20297968915,124.30202979689149,0.19987661044373853
14900.0,14.9,216.64999999999998,-56.5,12235.728349559486,122.35728349559486,0.1967494748731343
15000.0,15.0,216.64999999999998,-56.5,12044.296339234654,120.44296339234654,0.19367126437112725
15100.0,15.1,216.64999999999998,-56.5,11855.85934592312,118.55859345923119,0.19064121348886398
15200.0,15.2,216.64999999999998,-56.5,11670.370511594736,116.70370511594736,0.1876585687531909
15300.0,15.3,216.64999999999998,-56.5,11487.783711328722,114.87783711328723,0.18472258847929104
15400.0,15.4,216.64999999999998,-56.5,11308.053541843907,113.08053541843907,0.1818325425862511
15500.0,15.5,216.64999999999998,-56.5,11131.135310208438,111.31135310208438,0.17898771241551464
15600.0,15.6,216.64999999999998,-56.5,10956.985022726152,109.56985022726153,0.17618739055217592
15700.0,15.7,216.64999999999998,-56.5,10785.559373996784,107.85559373996784,0.17343088064906875
15800.0,15.8,216.64999999999998,-56.5,10616.815736147357,106.16815736147356,0.1707174972536085
15900.0,15.9,216.64999999999998,-56.5,10450.71214823204,104.5071214823204,0.16804656563734238
16000.0,16.0,216.64999999999998,-56.5,10287.207305797854,102.87207305797854,0.16541742162816708
16100.0,16.1,216.64999999999998,-56.5,10126.260550613633,101.26260550613634,0.16282941144517127
16200.0,16.2,216.64999999999998,-56.5,9967.831860559658,99.67831860559657,0.1602818915360618
16300.0,16.3,216.64999999999998,-56.5,9811.881839675485,98.11881839675485,0.1577742284171335
16400.0,16.4,216.64999999999998,-56.5,9658.371708363487,96.58371708363488,0.15530579851574325
16500.0,16.5,216.64999999999998,-56.5,9507.263293745647,95.07263293745648,0.1528759880152476
16600.0,16.6,216.64999999999998,-56.5,9358.519020171221,93.58519020171221,0.1504841927023672
16700.0,16.7,216.64999999999998,-56.5,9212.101899872941,92.12101899872941,0.14812981781693912
16800.0,16.8,216.64999999999998,-56.5,9067.975523769357,90.67975523769357,0.14581227790401935
16900.0,16.9,216.64999999999998,-56.5,8926.104052411134,89.26104052411134,0.14353099666830002
17000.0,17.0,216.64999999999998,-56.5,8786.452207068945,87.86452207068946,0.14128540683080343
17100.0,17.1,216.64999999999998,-56.5,8648.985260960844,86.48985260960845,0.139074949987819
17200.0,17.2,216.64999999999998,-56.5,8513.669030616846,85.13669030616846,0.13689907647204644
17300.0,17.3,216.64999999999998,-56.5,8380.469867378644,83.80469867378645,0.13475724521591198
17400.0,17.4,216.64999999999998,-56.5,8249.354649032306,82.49354649032306,0.13264892361702268
17500.0,17.5,216.64999999999998,-56.5,8120.290771571867,81.20290771571867,0.13057358740572586
17600.0,17.6,216.64999999999998,-56.5,7993.246141091807,79.93246141091807,0.1285307205147407
17700.0,17.7,216.64999999999998,-56.5,7868.189165806351,78.68189165806352,0.12651981495082948
17800.0,17.8,216.64999999999998,-56.5,7745.088748193647,77.45088748193648,0.12454037066847622
17900.0,17.9,216.64999999999998,-56.5,7623.914277262839,76.2391427726284,0.12259189544554233
18000.0,18.0,216.64999999999998,-56.5,7504.635620942134,75.04635620942133,0.12067390476086709
18100.0,18.1,216.64999999999998,-56.5,7387.22311858595,73.8722311858595,0.11878592167378332
18200.0,18.2,216.64999999999998,-56.5,7271.647573599296,72.71647573599296,0.11692747670551798
18300.0,18.3,216.64999999999998,-56.5,7157.880246177555,71.57880246177555,0.11509810772244854
18400.0,18.4,216.64999999999998,-56.5,7045.892846159843,70.45892846159843,0.11329735982118562
18500.0,18.5,216.64999999999998,-56.5,6935.657525994182,69.35657525994182,0.1115247852154535
18600.0,18.6,216.64999999999998,-56.5,6827.146873812744,68.27146873812744,0.10977994312474071
18700.0,18.7,216.64999999999998,-56.5,6720.333906615419,67.2033390661542,0.10806239966469229
18800.0,18.8,216.64999999999998,-56.5,6615.192063560049,66.15192063560049,0.10637172773921738
18900.0,18.9,216.64999999999998,-56.5,6511.695199357621,65.11695199357621,0.10470750693428452
19000.0,19.0,216.64999999999998,-56.5,6409.8175777707975,64.09817577770798,0.10306932341337845
19100.0,19.1,216.64999999999998,-56.5,6309.533865214177,63.09533865214177,0.10145676981459299
19200.0,19.2,216.64999999999998,-56.5,6210.819124454665,62.10819124454665,0.09986944514933342
19300.0,19.3,216.64999999999998,-56.5,6113.648808410417,61.136488084104165,0.09830695470260406
19400.0,19.4,216.64999999999998,-56.5,6017.998754046782,60.17998754046782,0.09676890993485557
19500.0,19.5,216.64999999999998,-56.5,5923.845176367773,59.23845176367773,0.09525492838536825
19600.0,19.6,216.64999999999998,-56.5,5831.164662501513,58.31164662501513,0.09376463357714661
19700.0,19.7,216.64999999999998,-56.5,5739.934165878238,57.399341658782376,0.09229765492330204
19800.0,19.8,216.64999999999998,-56.5,5650.131000499382,56.50131000499382,0.09085362763490026
19900.0,19.9,216.64999999999998,-56.5,5561.73283529631,55.617328352963106,0.0894321926302502
20000.0,20.0,216.64999999999998,-56.5,5474.717688577339,54.747176885773385,0.08803299644561255
